Gene name	Chromosome/scaffold name	Gene stable ID
NCF1	7	ENSG00000158517
	3	ENSG00000273493
PXK	3	ENSG00000168297
	11	ENSG00000283704
HYOU1-AS1	11	ENSG00000255114
	11	ENSG00000271751
VPS11-DT	11	ENSG00000272186
C2CD2L	11	ENSG00000172375
PPHLN1	12	ENSG00000134283
ABCF2-H2BK1	7	ENSG00000285292
	X	ENSG00000291306
	X	ENSG00000291017
	X	ENSG00000290713
	X	ENSG00000290714
	X	ENSG00000283178
	X	ENSG00000291310
H2BW2	X	ENSG00000101812
GFM2	5	ENSG00000164347
VIRMA	8	ENSG00000164944
H2BW3P	X	ENSG00000235946
IL13RA1	X	ENSG00000131724
CLCN1	7	ENSG00000188037
RO60	1	ENSG00000116747
	17	ENSG00000275025
	17	ENSG00000250282
SAMD14	17	ENSG00000167100
	4	ENSG00000248155
Y_RNA	4	ENSG00000206738
TNIP2	4	ENSG00000168884
HINFP	11	ENSG00000172273
OR10H1	19	ENSG00000186723
OR7A10	19	ENSG00000127515
NR2F6	19	ENSG00000160113
SH3BP2	4	ENSG00000087266
	8	ENSG00000254315
	8	ENSG00000253175
	8	ENSG00000254190
TFPT	19	ENSG00000105619
PPP1R9B	17	ENSG00000108819
	8	ENSG00000254283
LINC02894	8	ENSG00000261437
ESRP1	8	ENSG00000104413
	X	ENSG00000239182
TMEM30BP1	X	ENSG00000250995
ATP11C	X	ENSG00000101974
	17	ENSG00000236472
	17	ENSG00000253730
	17	ENSG00000261959
EIF3B	7	ENSG00000106263
COL1A1	17	ENSG00000108821
CIMAP1D	19	ENSG00000181781
ABCG4	11	ENSG00000172350
NECTIN2	19	ENSG00000130202
NCL	2	ENSG00000115053
BAG5	14	ENSG00000166170
RNU6-658P	5	ENSG00000207336
NSA2	5	ENSG00000164346
KLC1	14	ENSG00000126214
	19	ENSG00000267282
TOMM40	19	ENSG00000130204
SYT6	1	ENSG00000134207
RNU6-1330P	5	ENSG00000199645
ARPC1AP3	5	ENSG00000250071
FAM169A-AS1	5	ENSG00000271714
	5	ENSG00000212363
FAM169A	5	ENSG00000198780
MIR4713HG	15	ENSG00000259240
TNFAIP8L3	15	ENSG00000183578
	15	ENSG00000259204
NHERF4	11	ENSG00000172367
CYP19A1	15	ENSG00000137869
TSACC	1	ENSG00000163467
ARL14EPL	5	ENSG00000268223
MIR4648	7	ENSG00000264357
BRAT1	7	ENSG00000106009
CD74	5	ENSG00000019582
	17	ENSG00000249406
APOE	19	ENSG00000130203
CFAP57	1	ENSG00000243710
	17	ENSG00000263176
SUMO2P7	17	ENSG00000249838
VGF	7	ENSG00000128564
TMEM92	17	ENSG00000167105
	19	ENSG00000280087
THSD7A	7	ENSG00000005108
APOC1	19	ENSG00000130208
ADD1	4	ENSG00000087274
	12	ENSG00000257674
ZCRB1	12	ENSG00000139168
	2	ENSG00000236501
TMEM92-AS1	17	ENSG00000251179
CTXN3	5	ENSG00000205279
XYLT2	17	ENSG00000015532
MIR4786	2	ENSG00000264279
OR9S24P	2	ENSG00000231278
OR5S1P	2	ENSG00000213048
COPS9	2	ENSG00000172428
RNU6-262P	11	ENSG00000222249
MXD3	5	ENSG00000213347
MCAM	11	ENSG00000076706
OTOS	2	ENSG00000178602
ASB15	7	ENSG00000146809
APOC4	19	ENSG00000267467
	2	ENSG00000286325
	X	ENSG00000291314
APOC4-APOC2	19	ENSG00000224916
	2	ENSG00000286183
	2	ENSG00000227479
U3	2	ENSG00000276366
IQSEC2	X	ENSG00000124313
APOC2	19	ENSG00000234906
MIR7851	12	ENSG00000278520
SNORA74	12	ENSG00000252917
	12	ENSG00000274943
RNU6-249P	12	ENSG00000199886
	12	ENSG00000257376
Metazoa_SRP	8	ENSG00000274701
	8	ENSG00000241003
Y_RNA	12	ENSG00000207142
	12	ENSG00000257225
	8	ENSG00000253429
Y_RNA	8	ENSG00000199701
	19	ENSG00000267114
IFFO1	12	ENSG00000010295
DPY19L4	8	ENSG00000156162
SP8	7	ENSG00000164651
CLPTM1	19	ENSG00000104853
	17	ENSG00000279792
MRPL27	17	ENSG00000108826
LARP1	5	ENSG00000155506
NDUFA10	2	ENSG00000130414
EBNA1BP2	1	ENSG00000117395
ZNF800	7	ENSG00000048405
RBM22P13	16	ENSG00000261284
	16	ENSG00000259874
ZNF267	16	ENSG00000185947
EME1	17	ENSG00000154920
WARS2	1	ENSG00000116874
MIR4713	15	ENSG00000266593
SYNGR2P1	15	ENSG00000260174
GOLGA8R	15	ENSG00000186399
LINC02648	10	ENSG00000225948
	10	ENSG00000285743
LINP1	10	ENSG00000223784
PACC1	1	ENSG00000065600
	10	ENSG00000289892
	10	ENSG00000285988
LINC00706	10	ENSG00000281186
LINC00707	10	ENSG00000238266
	16	ENSG00000259950
	16	ENSG00000261289
MIR6756	11	ENSG00000284148
	11	ENSG00000252119
	16	ENSG00000197476
	11	ENSG00000287934
	10	ENSG00000285845
	16	ENSG00000260218
GRK2	11	ENSG00000173020
	10	ENSG00000287277
IGHV1OR16-1	16	ENSG00000261704
	16	ENSG00000223931
IGHV1OR16-3	16	ENSG00000260048
SNAP23	15	ENSG00000092531
FAM76A	1	ENSG00000009780
	10	ENSG00000291288
IGHV3OR16-9	16	ENSG00000270472
	10	ENSG00000289280
LRRC59	17	ENSG00000108829
	10	ENSG00000249456
ZRANB1	10	ENSG00000019995
	16	ENSG00000260584
	16	ENSG00000286473
	16	ENSG00000279997
	16	ENSG00000260847
NDUFAF6	8	ENSG00000156170
	16	ENSG00000260649
ABHD17AP8	16	ENSG00000260540
	10	ENSG00000226899
Y_RNA	17	ENSG00000206824
	17	ENSG00000253102
CTBP2	10	ENSG00000175029
DOCK4	7	ENSG00000128512
	16	ENSG00000260344
	16	ENSG00000260575
SGCA	17	ENSG00000108823
	16	ENSG00000260402
PRSS33	16	ENSG00000103355
PAK3	X	ENSG00000077264
CHD9	16	ENSG00000177200
LINC01298	8	ENSG00000253351
TMEM233	12	ENSG00000224982
CFAP418	8	ENSG00000156172
RN7SKP197	12	ENSG00000252886
PRKAB1	12	ENSG00000111725
	8	ENSG00000253945
	8	ENSG00000253872
LINC03000	5	ENSG00000241956
CSGALNACT1	8	ENSG00000147408
GLRX2	1	ENSG00000023572
	17	ENSG00000266365
	19	ENSG00000213293
ANKRD13D	11	ENSG00000172932
	17	ENSG00000266647
USP32P4	17	ENSG00000263887
	19	ENSG00000234750
ZNF563	19	ENSG00000188868
RPL36AP47	17	ENSG00000242123
	12	ENSG00000255692
MIR1178	12	ENSG00000283768
RPL35AP30	12	ENSG00000226729
	5	ENSG00000289478
LINC01377	5	ENSG00000249808
Metazoa_SRP	12	ENSG00000278250
EFCAB3	17	ENSG00000172421
LINC02208	5	ENSG00000250891
MLF2	12	ENSG00000089693
ZNF442	19	ENSG00000198342
SMARCA2-AS1	9	ENSG00000236199
	9	ENSG00000289159
	9	ENSG00000289163
WDR53P1	3	ENSG00000275607
PDHB	3	ENSG00000168291
RPS29P23	19	ENSG00000231361
HNRNPK	9	ENSG00000165119
	19	ENSG00000268744
	5	ENSG00000286271
	19	ENSG00000248406
	5	ENSG00000289462
ZNF799	19	ENSG00000196466
	5	ENSG00000289601
	10	ENSG00000273599
TNFRSF25	1	ENSG00000215788
	5	ENSG00000283286
	5	ENSG00000289184
MIR4296	10	ENSG00000264572
	5	ENSG00000288774
	10	ENSG00000282787
	5	ENSG00000288936
MRPS21P6	10	ENSG00000214298
OR11A1	6	ENSG00000204694
	5	ENSG00000289206
	10	ENSG00000289874
LINC02488	5	ENSG00000249362
	10	ENSG00000289898
	10	ENSG00000291294
	10	ENSG00000290952
LINC02200	5	ENSG00000250358
	17	ENSG00000239809
NEUROG3	10	ENSG00000122859
RNU7-52P	17	ENSG00000251981
FRMD1	6	ENSG00000153303
RPS23P7	17	ENSG00000239527
	19	ENSG00000268870
WAC	10	ENSG00000095787
ZNF443	19	ENSG00000180855
LINC01411	5	ENSG00000249306
METTL2A	17	ENSG00000087995
	4	ENSG00000287099
LINC00955	4	ENSG00000216560
	19	ENSG00000269755
	4	ENSG00000250681
LINC02171	4	ENSG00000250632
	19	ENSG00000234848
	5	ENSG00000288741
ZNF709	19	ENSG00000242852
LUCAT1	5	ENSG00000248323
LINC02600	4	ENSG00000250986
ADRA2C	4	ENSG00000184160
OR7E163P	4	ENSG00000251166
OR7E162P	4	ENSG00000234386
	4	ENSG00000249522
	17	ENSG00000239246
SMIM43	4	ENSG00000164112
	19	ENSG00000196826
	17	ENSG00000264546
MTND2P40	19	ENSG00000236483
	17	ENSG00000277463
	17	ENSG00000274565
MTCO1P27	19	ENSG00000232579
MTCO2P27	19	ENSG00000230321
MRC2	17	ENSG00000011028
MTATP6P27	19	ENSG00000234003
SSH3	11	ENSG00000172830
PPIAP20	19	ENSG00000235686
HRURF	8	ENSG00000288677
	19	ENSG00000267212
ZNF185	X	ENSG00000147394
SPAG11A	8	ENSG00000178287
GCDH	19	ENSG00000105607
	3	ENSG00000272182
PEX5L	3	ENSG00000114757
NFKB1	4	ENSG00000109320
PDLIM2	8	ENSG00000120913
	15	ENSG00000261684
	15	ENSG00000285942
LRRC57	15	ENSG00000180979
PHB2	12	ENSG00000215021
OSMR-DT	5	ENSG00000249740
HAUS2	15	ENSG00000137814
SYCE2	19	ENSG00000161860
LINC02982	5	ENSG00000215246
	5	ENSG00000283462
RNU6-165P	19	ENSG00000252979
HMGN1P32	19	ENSG00000237589
SEPTIN7P8	19	ENSG00000229000
LINC02160	5	ENSG00000251443
	19	ENSG00000238150
Y_RNA	17	ENSG00000207382
CCR6	6	ENSG00000112486
	19	ENSG00000269877
	17	ENSG00000279713
MIR371A	19	ENSG00000199031
RNU6-446P	17	ENSG00000199697
MIR371B	19	ENSG00000284568
MIR372	19	ENSG00000199095
MIR373	19	ENSG00000199143
	17	ENSG00000265702
MYADM-AS1	19	ENSG00000228323
LINC02223	5	ENSG00000249937
MYADM	19	ENSG00000179820
	6	ENSG00000289501
	6	ENSG00000288812
	17	ENSG00000287457
	6	ENSG00000289312
HDAC2-AS2	6	ENSG00000228624
	11	ENSG00000287851
RAD9A	11	ENSG00000172613
TLK2	17	ENSG00000146872
	5	ENSG00000288883
	5	ENSG00000288740
ADAMTS16-DT	5	ENSG00000250579
EDIL3-DT	5	ENSG00000250320
	6	ENSG00000289097
	6	ENSG00000289081
	6	ENSG00000288860
	6	ENSG00000289020
	6	ENSG00000288916
	6	ENSG00000288970
LINC01512	6	ENSG00000289313
	6	ENSG00000289198
	6	ENSG00000288959
	15	ENSG00000261822
LINC02520	6	ENSG00000204110
MYL12BP1	15	ENSG00000260490
LINC00992	5	ENSG00000248663
MYADM-AS2	19	ENSG00000232220
STARD9	15	ENSG00000159433
KU-MEL-3	6	ENSG00000205444
PRKCG	19	ENSG00000126583
	5	ENSG00000289170
SIMALR	6	ENSG00000226004
	5	ENSG00000288967
FBXO38-DT	5	ENSG00000247199
	6	ENSG00000228793
CHST5	16	ENSG00000135702
NFYB	12	ENSG00000120837
	4	ENSG00000235149
SEZ6L2	16	ENSG00000174938
RNU4-64P	4	ENSG00000222727
	4	ENSG00000253013
DCK	4	ENSG00000156136
	5	ENSG00000289337
IRX4-AS1	5	ENSG00000249116
MAST4-AS1	5	ENSG00000229666
	5	ENSG00000289060
CKMT2-AS1	5	ENSG00000247572
MIR6752	11	ENSG00000276769
	6	ENSG00000286819
	6	ENSG00000289286
	6	ENSG00000215022
PITPNM1	11	ENSG00000110697
RNA5SP370	12	ENSG00000199415
LINC02385	12	ENSG00000257193
	12	ENSG00000286258
	12	ENSG00000257732
RPL18AP3	12	ENSG00000213442
EID3	12	ENSG00000255150
	6	ENSG00000289090
RNFT2	12	ENSG00000135119
	6	ENSG00000225173
	5	ENSG00000289540
	6	ENSG00000286313
	5	ENSG00000289639
	5	ENSG00000289085
	6	ENSG00000288840
	5	ENSG00000288965
	6	ENSG00000288845
	5	ENSG00000289430
	6	ENSG00000288829
	5	ENSG00000289054
	6	ENSG00000289611
EIF4EBP2P2	15	ENSG00000260282
	5	ENSG00000289306
CDKN1A	6	ENSG00000124762
SPINK6	5	ENSG00000178172
CDAN1	15	ENSG00000140326
HMGN1P16	5	ENSG00000249503
MARCOL	5	ENSG00000248109
SPINK13	5	ENSG00000214510
	X	ENSG00000289890
CXXC1P1	X	ENSG00000290641
DINOL	6	ENSG00000285244
RAB44	6	ENSG00000255587
	X	ENSG00000280195
	6	ENSG00000220349
	6	ENSG00000285888
PPIL1	6	ENSG00000137168
TAFAZZIN	X	ENSG00000102125
	12	ENSG00000257279
SPINK14	5	ENSG00000196800
HMGA2	12	ENSG00000149948
BCLAF1P1	5	ENSG00000248966
	5	ENSG00000248428
C6orf89	6	ENSG00000198663
	5	ENSG00000251627
TSLP	5	ENSG00000145777
	4	ENSG00000249170
LDHAL6EP	4	ENSG00000270098
GC	4	ENSG00000145321
	5	ENSG00000253613
CACNG7	19	ENSG00000105605
WDR36	5	ENSG00000134987
	14	ENSG00000241494
	14	ENSG00000289049
	14	ENSG00000259088
RNU6-790P	14	ENSG00000207208
	14	ENSG00000256705
NPM1P20	14	ENSG00000259161
	14	ENSG00000289482
RN7SL472P	14	ENSG00000240457
HSP90AA1	14	ENSG00000080824
CACNG8	19	ENSG00000142408
LINC01605	8	ENSG00000253161
MIR935	19	ENSG00000284583
CACNG6	19	ENSG00000130433
	8	ENSG00000259366
	8	ENSG00000254290
	15	ENSG00000278769
	15	ENSG00000274403
FABP12	8	ENSG00000197416
	15	ENSG00000286877
KRT8P50	15	ENSG00000260799
TTBK2	15	ENSG00000128881
	19	ENSG00000276206
	6	ENSG00000232598
PI16	6	ENSG00000164530
VSTM1	19	ENSG00000189068
	5	ENSG00000250728
RPS3AP21	5	ENSG00000214784
	8	ENSG00000255321
	8	ENSG00000255289
LMAN2	5	ENSG00000169223
CHD7	8	ENSG00000171316
COX6A1P2	6	ENSG00000226976
MTCH1	6	ENSG00000137409
PLAC9	10	ENSG00000189129
PRR7-AS1	5	ENSG00000246334
	5	ENSG00000250114
CNOT2	12	ENSG00000111596
NUDCD2	5	ENSG00000170584
RCOR3	1	ENSG00000117625
PPP1R3C	10	ENSG00000119938
RNA5SP163	4	ENSG00000222236
SUV39H2-DT	10	ENSG00000272853
CXXC4	4	ENSG00000168772
DCLRE1C	10	ENSG00000152457
HMMR	5	ENSG00000072571
	4	ENSG00000250670
ANKRD37	4	ENSG00000186352
TTBK2-AS1	15	ENSG00000246283
	15	ENSG00000259270
NIFKP8	15	ENSG00000259449
CDK2AP2	11	ENSG00000167797
RN7SL428P	15	ENSG00000277582
GOLGA6L3P	15	ENSG00000188388
PPP2R5C	14	ENSG00000078304
	15	ENSG00000259317
MIR7706	15	ENSG00000284160
RNU7-79P	15	ENSG00000251891
FABP5P9	15	ENSG00000259630
DNM1P28	15	ENSG00000261792
UFSP2	4	ENSG00000109775
MGA	15	ENSG00000174197
SLC22A31	16	ENSG00000259803
	8	ENSG00000254432
CABP2	11	ENSG00000167791
	8	ENSG00000287975
IFITM3P8	8	ENSG00000271377
PRKRA	2	ENSG00000180228
PLEKHF2	8	ENSG00000175895
PDE7A-DT	8	ENSG00000272192
	8	ENSG00000253196
	8	ENSG00000253214
RNA5SP149	3	ENSG00000201822
ZSCAN21	7	ENSG00000166529
NPIPB8	16	ENSG00000255524
	3	ENSG00000282327
GAPDHP36	3	ENSG00000213158
ARRDC2	19	ENSG00000105643
RALBP1P1	3	ENSG00000239880
NDUFB5	3	ENSG00000136521
	11	ENSG00000283257
	8	ENSG00000272163
PCMTD1-DT	8	ENSG00000228801
	6	ENSG00000289637
PIM1	6	ENSG00000137193
MYL11	16	ENSG00000180209
GSTP1	11	ENSG00000084207
	8	ENSG00000289853
	8	ENSG00000289036
SLCO5A1-AS1	8	ENSG00000246528
FASTK	7	ENSG00000164896
GOLGA8VP	15	ENSG00000259236
CASC19	8	ENSG00000254166
TMEM217	6	ENSG00000172738
	15	ENSG00000289571
	15	ENSG00000260152
Metazoa_SRP	15	ENSG00000203411
	15	ENSG00000252722
	15	ENSG00000288901
RPL36AP45	15	ENSG00000240366
C15orf39	15	ENSG00000167173
Y_RNA	4	ENSG00000207231
CFAP96	4	ENSG00000205129
CFAP276	1	ENSG00000179902
	6	ENSG00000287789
	6	ENSG00000218730
BACH2	6	ENSG00000112182
CMTR2	16	ENSG00000180917
NDUFV1-DT	11	ENSG00000184224
FZR1	19	ENSG00000105325
	11	ENSG00000255119
	15	ENSG00000261779
	15	ENSG00000287926
	15	ENSG00000260104
NIFKP4	15	ENSG00000261205
NDUFV1	11	ENSG00000167792
GOLGA6C	15	ENSG00000167195
CCDC110	4	ENSG00000168491
	16	ENSG00000261260
POGK	1	ENSG00000143157
LINC02136	16	ENSG00000261348
RN7SL489P	15	ENSG00000277295
RN7SL327P	15	ENSG00000275992
ZNF23	16	ENSG00000167377
COMMD4	15	ENSG00000140365
PCAT1	8	ENSG00000253438
HMMR-AS1	5	ENSG00000251018
	5	ENSG00000285590
RN7SL153P	5	ENSG00000244748
	5	ENSG00000253572
	3	ENSG00000288698
PAQR6	1	ENSG00000160781
	5	ENSG00000287162
TYW1	7	ENSG00000198874
SCAMP1	5	ENSG00000085365
SHC1P2	17	ENSG00000267691
SLC4A1	17	ENSG00000004939
	6	ENSG00000289216
USP13	3	ENSG00000058056
TRERF1	6	ENSG00000124496
RN7SKP127	16	ENSG00000222375
C16orf54	16	ENSG00000185905
PJVK	2	ENSG00000204311
	8	ENSG00000253666
	16	ENSG00000260719
ZG16	16	ENSG00000174992
LINC02055	8	ENSG00000254101
SORBS2-AS1	4	ENSG00000233110
	4	ENSG00000235902
Y_RNA	4	ENSG00000207497
	4	ENSG00000285745
MIR1973	4	ENSG00000284253
TRMT112P1	4	ENSG00000250272
CUL4AP1	4	ENSG00000248139
	16	ENSG00000275857
	16	ENSG00000259952
MVP-DT	16	ENSG00000238045
PCDH7	4	ENSG00000169851
	16	ENSG00000280607
PRRT2	16	ENSG00000167371
TLR3	4	ENSG00000164342
LNCOC1	8	ENSG00000253741
Y_RNA	4	ENSG00000207075
CUL1	7	ENSG00000055130
RPL21P45	4	ENSG00000239532
	5	ENSG00000248591
PGM2	4	ENSG00000169299
OR1X1P	5	ENSG00000272494
HLFP1	6	ENSG00000218194
VNN1	6	ENSG00000112299
	5	ENSG00000248469
NUDCP2	2	ENSG00000238082
PLEKHA3	2	ENSG00000116095
	5	ENSG00000251458
	8	ENSG00000228862
	5	ENSG00000253558
CCNG1P1	6	ENSG00000218991
VNN2	6	ENSG00000112303
AP3B1	5	ENSG00000132842
	8	ENSG00000277332
	8	ENSG00000287301
	8	ENSG00000289225
	8	ENSG00000289461
LINC01605	8	ENSG00000253414
	8	ENSG00000287785
	2	ENSG00000270956
	2	ENSG00000270277
	8	ENSG00000253553
	2	ENSG00000279598
	2	ENSG00000271011
	2	ENSG00000270574
	2	ENSG00000271141
	2	ENSG00000271401
	16	ENSG00000280893
	2	ENSG00000267784
ATP6AP1-DT	X	ENSG00000197180
SNRPG	2	ENSG00000143977
PAGR1	16	ENSG00000280789
MID1	X	ENSG00000101871
	16	ENSG00000281348
	8	ENSG00000272043
	8	ENSG00000288985
MVP	16	ENSG00000013364
CCDC26	8	ENSG00000229140
	19	ENSG00000252408
MFSD12-AS1	19	ENSG00000267436
	19	ENSG00000267231
	19	ENSG00000279590
	19	ENSG00000266959
HMG20B	19	ENSG00000064961
NUDT8	11	ENSG00000167799
	2	ENSG00000233849
BRD7P6	2	ENSG00000235289
	2	ENSG00000229229
TGFA-IT1	2	ENSG00000224606
	14	ENSG00000258827
	4	ENSG00000279386
SLC25A21-AS1	14	ENSG00000258708
	4	ENSG00000249863
ACY3	11	ENSG00000132744
RNU6-273P	14	ENSG00000252746
PSME2P4	4	ENSG00000251332
RNU6-886P	14	ENSG00000207046
	14	ENSG00000259087
MRPS33P2	4	ENSG00000249649
	4	ENSG00000287659
FOXA1	14	ENSG00000129514
	4	ENSG00000251642
PTTG2	4	ENSG00000250254
	15	ENSG00000275645
TEC	4	ENSG00000135605
NEIL1	15	ENSG00000140398
RGL1	1	ENSG00000143344
BTBD7	14	ENSG00000011114
	11	ENSG00000227834
	17	ENSG00000285486
RPL37P2	11	ENSG00000239559
RN7SL507P	17	ENSG00000239702
RUNDC3A-AS1	17	ENSG00000267750
UNC93B5	11	ENSG00000184795
OR7E145P	11	ENSG00000235855
OR7E11P	11	ENSG00000285537
PSMD1	2	ENSG00000173692
	11	ENSG00000254883
EVA1CP4	11	ENSG00000255147
U3	17	ENSG00000221496
RNU6-453P	17	ENSG00000252628
RUNDC3A	17	ENSG00000108309
SLC22A6	11	ENSG00000197901
KIF22	16	ENSG00000079616
VAMP1	12	ENSG00000139190
GIPC3	19	ENSG00000179855
TXK	4	ENSG00000074966
	14	ENSG00000278396
COX8C	14	ENSG00000187581
CCDC124	19	ENSG00000007080
MME	3	ENSG00000196549
Y_RNA	14	ENSG00000202306
RNU6-1258P	14	ENSG00000252720
	14	ENSG00000277826
PRIMA1	14	ENSG00000175785
MAN2C1	15	ENSG00000140400
	6	ENSG00000234484
FAM181A	14	ENSG00000140067
TEKTIP1	19	ENSG00000183397
RBM11P1	6	ENSG00000271488
C6orf132	6	ENSG00000188112
	8	ENSG00000272384
SLC25A39	17	ENSG00000013306
HAO2	1	ENSG00000116882
ZFHX4-AS1	8	ENSG00000253661
	19	ENSG00000268938
	6	ENSG00000289456
FKBP8	19	ENSG00000105701
	6	ENSG00000219622
	6	ENSG00000232891
KTN1-AS1	14	ENSG00000186615
	6	ENSG00000224029
	6	ENSG00000226599
PDCL3P5	6	ENSG00000213089
ARL4AP5	6	ENSG00000218996
RNU6-302P	6	ENSG00000202119
	4	ENSG00000200999
	6	ENSG00000289406
	6	ENSG00000289375
STIM2	4	ENSG00000109689
CLIC1	6	ENSG00000213719
RPL21P6	14	ENSG00000239199
LINC00968	8	ENSG00000246430
TBPL2	14	ENSG00000182521
HNRNPA1	12	ENSG00000135486
SLC22A8	11	ENSG00000149452
IDE	10	ENSG00000119912
	8	ENSG00000289521
	8	ENSG00000288761
	8	ENSG00000253339
	8	ENSG00000289048
	8	ENSG00000253369
UNC79	14	ENSG00000133958
ITGB3BP	1	ENSG00000142856
RIPK2-DT	8	ENSG00000251136
PTTG1P2	11	ENSG00000256041
TUBAP7	11	ENSG00000253547
RPL29P22	11	ENSG00000239924
CCND2P1	11	ENSG00000256847
	11	ENSG00000256181
SLC22A9	11	ENSG00000149742
CYP3A43	7	ENSG00000021461
VPS13B-DT	8	ENSG00000253948
PLEKHG1	6	ENSG00000120278
	8	ENSG00000286113
MAPK8IP3	16	ENSG00000138834
VIRMA-DT	8	ENSG00000253704
TRIM5	11	ENSG00000132256
	8	ENSG00000289338
	6	ENSG00000288813
	8	ENSG00000253745
KCNC4	1	ENSG00000116396
HLA-B	6	ENSG00000234745
MIR124-2HG	8	ENSG00000254377
LINC01301	8	ENSG00000251396
	17	ENSG00000267211
MEAF6	1	ENSG00000163875
TCEANC	X	ENSG00000176896
FAM171A2	17	ENSG00000161682
	19	ENSG00000269191
	8	ENSG00000254002
KXD1	19	ENSG00000105700
IFIT5	10	ENSG00000152778
	8	ENSG00000288756
DCTN6-DT	8	ENSG00000271869
YTHDF3-DT	8	ENSG00000270673
LY6E-DT	8	ENSG00000247317
ALG13	X	ENSG00000101901
RPL7L1P5	17	ENSG00000267634
	8	ENSG00000289473
ITGA2B	17	ENSG00000005961
LINC01151	8	ENSG00000253819
ITGB1	10	ENSG00000150093
HTD2	3	ENSG00000255154
FAM170A	5	ENSG00000164334
LINC03047	8	ENSG00000253633
LINC00861	8	ENSG00000245164
CD14	5	ENSG00000170458
TBC1D1	4	ENSG00000065882
MAT2B	5	ENSG00000038274
	8	ENSG00000290005
CLN8-AS1	8	ENSG00000253982
LINC02020	3	ENSG00000234548
	8	ENSG00000254339
SLC25A21	14	ENSG00000183032
FAM83A-AS1	8	ENSG00000204949
PPT1	1	ENSG00000131238
RN7SL258P	17	ENSG00000240589
PVT1	8	ENSG00000249859
ARFIP2	11	ENSG00000132254
LINC02052	3	ENSG00000224406
	14	ENSG00000258690
SYNRG	17	ENSG00000275066
	14	ENSG00000258601
	19	ENSG00000268030
MIR4503	14	ENSG00000266327
KXD1-AS1	19	ENSG00000268983
	14	ENSG00000289687
MIDEAS	14	ENSG00000156030
UBA52	19	ENSG00000221983
STXBP1	9	ENSG00000136854
LINC02051	3	ENSG00000226859
CRYGS	3	ENSG00000213139
ITGB1-DT	10	ENSG00000229656
TBCCD1	3	ENSG00000113838
	16	ENSG00000285848
RN7SL847P	10	ENSG00000265319
	10	ENSG00000289512
CRISPLD2	16	ENSG00000103196
NUDT9P1	10	ENSG00000234043
	10	ENSG00000286981
PCGF5	10	ENSG00000180628
TPK1	7	ENSG00000196511
	5	ENSG00000248120
MROH2B	5	ENSG00000171495
	11	ENSG00000283977
	14	ENSG00000288931
RNU6-1138P	14	ENSG00000202229
RNU6-1046P	14	ENSG00000252347
SLC22A17	14	ENSG00000092096
TIMM10B	11	ENSG00000132286
	10	ENSG00000287609
LINC00601	10	ENSG00000235180
	3	ENSG00000283149
PET100P1	3	ENSG00000283390
C10orf90	10	ENSG00000154493
AHSG	3	ENSG00000145192
MIR631	15	ENSG00000284343
	15	ENSG00000260274
RPL13P4	15	ENSG00000241890
	15	ENSG00000261714
Metazoa_SRP	3	ENSG00000275696
	15	ENSG00000276744
PTPN9	15	ENSG00000169410
FETUB	3	ENSG00000090512
	11	ENSG00000254595
KICS2	12	ENSG00000174206
	16	ENSG00000260859
	16	ENSG00000279622
LINC02176	16	ENSG00000260340
RNU6-1009P	12	ENSG00000212298
RNU5A-7P	12	ENSG00000251788
C12orf56	12	ENSG00000185306
ZDHHC7	16	ENSG00000153786
TPP1	11	ENSG00000166340
	10	ENSG00000287326
	10	ENSG00000199321
CFL1P1	10	ENSG00000290782
MIR208A	14	ENSG00000199157
MIR208B	14	ENSG00000215991
CEBPE	14	ENSG00000092067
	10	ENSG00000252888
	14	ENSG00000200385
OIT3	10	ENSG00000138315
RNU6-1277P	14	ENSG00000201431
LINC00517	14	ENSG00000259091
	14	ENSG00000258696
CRLF1	19	ENSG00000006016
	14	ENSG00000259048
TTC6	14	ENSG00000139865
NPM1P24	10	ENSG00000215086
PLA2G12B	10	ENSG00000138308
PLEKHG5	1	ENSG00000171680
SDK1	7	ENSG00000146555
	15	ENSG00000260165
	15	ENSG00000259931
	15	ENSG00000260269
RPL17P50	10	ENSG00000213700
P4HA1	10	ENSG00000122884
LINC02139	16	ENSG00000278214
	16	ENSG00000275088
SIN3A	15	ENSG00000169375
	16	ENSG00000287787
COX6CP16	16	ENSG00000270313
LINC00311	16	ENSG00000179219
MIR5093	16	ENSG00000266307
OOEPP2	12	ENSG00000256192
KIAA0513	16	ENSG00000135709
ATP6V1E1P3	12	ENSG00000256293
NUP54	4	ENSG00000138750
	12	ENSG00000238440
XPOT	12	ENSG00000184575
REX1BD	19	ENSG00000006015
HRG	3	ENSG00000113905
GOLGA5P1	5	ENSG00000251215
HRGP1	3	ENSG00000225175
TMEM59L	19	ENSG00000105696
DAB2	5	ENSG00000153071
HRGP2	3	ENSG00000226724
DNAJC19P4	3	ENSG00000225310
CNTN4-AS1	3	ENSG00000237990
	16	ENSG00000286808
DCUN1D4	4	ENSG00000109184
CDR2	16	ENSG00000140743
IL5RA	3	ENSG00000091181
	16	ENSG00000260635
CDR2-DT	16	ENSG00000260790
	16	ENSG00000277041
	14	ENSG00000278147
PRPF39-DT	14	ENSG00000249163
	16	ENSG00000260973
LINC02890	16	ENSG00000260905
PRPF39	14	ENSG00000185246
ERI2	16	ENSG00000196678
	10	ENSG00000232646
	10	ENSG00000237768
